,text,sentiment
66,"I was planning to go play table tennis tomorrow, but I probably won't go because I feel like I have a cold. . .",negative
67,"It's been a while since I watched a live DVD of Ikimonogakari. By the way, it's ""I"".",neutral
68,I remember going to the Miyagi performance. It was hard because the typhoon was approaching.,neutral
69,"Maybe because I watched a DVD of Ikimonogakari before going to bed, Ikimonogakari appeared in my dreams ♪ I participated in a mini-live.",positive
70,Happy to be able to watch professional baseball broadcasts on terrestrial broadcasting.,positive
71,"It's Golden Week, but my heart is blue. smile",negative
72,"When I kept yelling all day at work today, it became difficult to speak. smile",negative
73,It may be the first time I've lost my voice. smile,neutral
74,I'm taking it easy today. . .,negative
75,"So, I'm watching Conan's ""Shivering Musical Score""♪",positive
76,Listening to the sound of the pipe organ calms me down. I listened to it many times at church when I was a student.,positive
77,I love Akiba's voice. I forgot the voice actor's name.,positive
78,"My throat is still bad and my voice is still weird, but it's getting better little by little.",positive
79,I've been getting stressed again lately. I have many good dreams. . .,neutral
80,I have a lot to worry about. . .,negative
81,"I still have the Detective Heiji book covers, and now I have them all♪ It's nice to be able to choose what you want!",positive
82,monitoring is fun,positive
83,I'm nervous. It's still early. . .,negative
84,I forgot to record Music King. wanted to see. . .,negative
85,"I tried Conan face maker for the first time, but it was fun! ! !",positive
86,I wonder what will happen. . . The tension is likely to continue.,neutral
87,"When I was looking at the feeling of meringue now, I was doing Hyakunin Isshu, and Shinoburado came out and made me grin. Isn't that what everyone who likes Conan did? ?",positive
88,And I wanted to see Kurenai no Koiuta again. . .,neutral
89,I never thought I'd hear a shinoburedo with a meringue. It was good to see ♪,positive
90,I forgot to watch Conan. . .,negative
91,I was able to solve the problem. I can sleep better now. . .,positive
92,"Lucid dreams are fun, but they can be exhausting. It's hard after waking up. smile",negative
93,I haven't played table tennis lately. . . I want to do it quickly!,negative
94,I am being attacked by stress that I cannot release. . .,negative
95,The war is over for now. What happens next? . .,neutral
96,I wanted to see the Conan feature!,neutral
97,"It was early in the morning today, so I'm sleepy anyway.",negative
98,"Because it is world table tennis, TV TOKYO, it is not seen here. . .",negative
99,"Kurenai no Koiuta, it's been about a month since its release, but it's still the most screened at my local cinema! smile",positive
100,The weather is not good these days. . .,negative
101,I really like Maya Kobayashi's character.,positive
102,I'll definitely watch the reruns of the programs I missed the other day. Mizutani's guy.,positive
103,"Mr. Takahashi, who is currently appearing, is that person who appeared in Yamikin Ushijima-kun. After all she is beautiful.",neutral
104,"She's beautiful even if she's normal, but I personally like the scary feeling when she's Ushijima-kun.",positive
105,"Mizutani player, it has started.",positive
106,"It was a good show! I was really touched when Ikimonogakari's ""thank you"" was played during the program!",positive
107,Maiyan appeared in my dream. it was beautiful. It was mellow. smile,positive
108,"Since the communication limit is approaching, I charged the data this month as well. smile",neutral
109,I'm shocked. . .,negative
110,Let's do our best to live.,positive
111,I wonder if I can get motivated to play table tennis. for a while.,negative
112,"Lately, I've been having only good dreams. smile",positive
113,I got a haircut. Refreshing!,positive
114,It is hot today. . . Short sleeves are OK,neutral
115,Surprised donkey after a long time.,neutral
116,Hamburgers are delicious! !,positive
117,After all Doraemon is interesting.,positive
118,Weak times are also interesting every time!,positive
119,"You played the role of Utsui in Ushijima-kun, who appeared in Female Prisoner Seven. It tastes good♪",positive
120,"The amount of data charged is gone, and communication is restricted. I still have points, so I can charge more, but let's stop. . .",negative
121,I enjoyed Conan again this week♪ Next week is the original. And will it be rebroadcast?,positive
122,"It's late, but I think poop kanji drills are amazing. Children love poop. It seems that you can work on studying without thinking that studying is studying.",neutral
123,It's been very hot here lately. It looks like midsummer. . .,negative
124,"I've gotten used to living without a cooler, but I still want one. . .",neutral
125,"On a hot day like this, ice cream is the way to go!",positive
126,The World Table Tennis Championships are just around the corner! I'm looking forward to it♪,positive
127,"The symptoms just now are called ""chills and shivering"". . . I was surprised because my body suddenly started shaking and I couldn't stop it. . .",negative
128,I'm tired. . .,negative
129,Today's work was tough because I wasn't feeling well. . . I need to get well soon.,negative
130,The red and pure black box office revenue will soon exceed ♪,positive
131,"If you do your best today, you have a day off tomorrow, so stick with it. Tomorrow is rest. . .",neutral
132,Is it already night? I really slept all day. Stay in bed except for meals. smile,neutral
133,Doraemon was fun again this time~♪,positive
134,"Conan in June seems to be only the original, so I'm looking forward to it! !",positive
135,"Actually, I really like Yukirin's singing voice. She is healed when she listens to ""Shortcake"".",positive
136,"I watched M-Sute, but I cried when I was in Ebichu.",positive
137,Today's Conan was nostalgic♪,positive
138,I have been recovering little by little. All that's left is my stomach.,positive
139,"Finally, the world championship. Table tennis is hot! ! !",positive
140,My parents told me that I have a bad habit of sleeping in the morning and that my hair is like Ran-chan's. smile,neutral
141,Has it finally surpassed the pure black box office revenue? ! !,positive
142,"My stomach is back to normal, and I am fully recovered! ! !",positive
143,I want to see world table tennis. . .,positive
144,The original work of Conan has finally resumed. It's been a long time,positive
145,"I like the commercials where a girl sings, ""Mommy's angry~♪"".",positive
146,World table tennis is hot today. Right now in the game. I'm rooting for you while watching the breaking news ♪,positive
147,"Shiritsu Ebisu Chuugaku's ""Nanairo"", I heard it on M-Station and liked it so much that I finally downloaded it♪",positive
148,"Hirano, you lost in the semi-finals. The opponent has probably been researching it, so it's not an opponent that can be easily surpassed. Still, the first medal in 48 years is amazing! ! !",positive
149,Gold medal in mixed doubles! ! ! Everyone is strong.,positive
150,The men's doubles final is also hot!,positive
151,"And Mr. Harimoto. No, if you come this far, let's call you Harimoto. I never thought he would go this far. . . I'm hoping for a medal!",positive
152,"It's fun to watch table tennis and breaking news, but I still want to watch it on TV. I can't watch TV Tokyo. . .",negative
153,"I lost in the final, but I got a silver medal! That's amazing.",positive
154,"Well, next is Niwa. If they win, the medal is guaranteed, but the opponent is a young Chinese hopeful. It will be tough to win, but I believe we can do it.",positive
155,I haven't played table tennis for over a month. . .,negative
156,World table tennis where representative from Japan made an outstanding performance was over. I'll miss you. . .,negative
157,But the Japan Open will start soon!,positive
158,"Recently, I like almond chocolate.",positive
159,I forgot SKY PerfecTV's free opening day this month as well. . .,negative
160,I'm having black nightmares again! smile,positive
161,I had another interesting dream♪,positive
162,"Recently, shogi seems to be gaining popularity. By the way, I just recently uninstalled the shogi app that I've been playing for a long time. . . doing the opposite of the world. . . smile",negative
163,The deliciousness of chocolate pie.,neutral
164,Table tennis players Oshima and Morizono are on TV♪,positive
165,It's nice to see a table tennis player on TV like this!,positive
166,Giants' losing streak continues. what happened? . . I think I'm going to lose today too. . .,negative
167,"I'm watching the monitoring, but the kids are cute. Healed.",positive
168,"Come to think of it, I read Holmes' Apocalypse for the first time, and it was interesting~",positive
169,Will mixed doubles be an event?,positive
170,I'm doing close contact with Miu Hirano on TV♪,positive
171,I play table tennis even on Sunday morning♪,positive
172,I was very lucky♪,positive
173,"I've been wanting to buy Sun Tzu's tactics book for a long time, and finally bought it♪",positive
174,And the table tennis Japan Open is about to begin!,positive
175,"Like those days, I want SKY PerfecTV to revive the table tennis channel. . .",neutral
176,I dreamed of Conan. She was interesting because she had a story that was neither in the original nor in the anime.,positive
177,I was lucky today as well♪,positive
178,I had a dream that I was playing table tennis! The opponent is Samsonov! smile,positive
179,I've been sleeping well lately.,neutral
180,"If I lived in Tokyo, I would have gone to see the Japan Open. . .",neutral
181,"I was wondering what to do when my bicycle light didn't turn on, but it's fixed! lol I'm glad it wasn't broken",positive
182,I asked my mother and it was resolved. Lol It seems that I was the one who was out of order not to notice such a simple thing. smile,positive
183,"table tennis. Just when you think the Japan Open is over, the China Open is about to begin♪",positive
184,"Kei Yamazaki, that's nice.",positive
185,"The combination of high school baseball has been decided, and it feels like it's finally here.",positive
186,"Softball Pitcher, I just learned that you don't turn your shoulders! smile",neutral
187,Today is table tennis for the first time in about 2 months! !,positive
188,It is hot today. . .,negative
189,"Table tennis was fun! My friend is going to Tokyo, so I'm sad that I can't do it anymore. I'm running out of exercise again. . .",neutral
190,Mini Super Famicom is good. It's great to have Super Mario RPG in it! ! I did a lot when I was a kid.,positive
191,Right before the communication limit. smile,negative
192,bicycle front wheel. Air escapes easily. Let's go to a bicycle shop on the next holiday. . .,neutral
193,A little bit of news about the T2 Asia Pacific League has aired. I am very happy that the topic of table tennis has been taken up more often! !,positive
194,It's a pity that I can't play table tennis. . .,negative
195,Is it already July? . .,neutral
196,"MUSIC DAY, I couldn't see even one second at work. smile",negative
197,tired. . .,negative
198,It's finally the holidays! ! !,positive
199,I got my bike and tire changed! Peace of mind with this,positive
200,Don't forget to watch SKY PerfecTV this month! It was free! It's been months. smile,positive
201,I'm looking forward to the Australian Open table tennis.,positive
202,"After all, monitoring is interesting!",positive
203,"If it wasn't for pasture, Ikimonogakari would have been in charge of the theme song. . .",positive
204,Too much foolish Tohoku dialect. . .,negative
205,High school baseball has finally started!,positive
206,"High school baseball, alma mater breaks through the first game! congratulations♪",positive
207,It's hot again today,negative
208,finally! A cooler has been installed in our living room! ! !,positive
209,Another hot day today.,negative
210,Ikimonogakari appeared in my dream for the first time in a long time! 3 people appeared in my hometown! smile,positive
211,"Even today, I am healed by the beauty of Kyoko Fukada. . .",positive
212,"We have a mini table tennis table. I bought it when I was a junior high school student and played table tennis almost every day. However, now it has become a stand for various things. . . smile",neutral
213,What I want to say is that I want to play table tennis anyway.,positive
214,"Of all Conan characters, Okiya is the closest in age.",neutral
215,"Hina Hayata, a table tennis player, appeared in my dream. she was cute",positive
216,Conan's book will catch up with the latest volume soon (laughs),positive
217,I'm really looking forward to today's Conan! betrayal series,positive
218,"Conan, I was nervous when I watched it (laughs). I've seen the original, so I know how it unfolds, but in anime, the voices come in and the characters move, so it's different, isn't it?",positive
219,"Still, it's a pity that I didn't get to see the All-Stars at all. . .",negative
220,"I want to play table tennis, table tennis. . .",negative
221,Kurenai no Koiuta has finally ended its release at a local movie theater. . .,negative
222,I've been refreshed with a haircut!,positive
223,This month the communication limit is fast (lol),neutral
224,Monitoring makes me cry. . .,neutral
225,I am healed by Kyoko Fukada today as well. . .,positive
226,Conan this time was also interesting ♪,positive
227,"I dreamed of Conan. She was interesting with Conan and Haibara coming out, but she was scared because Jin was watching her. smile",neutral
228,I had a dream about someone I used to love. It was a nice dream. I wonder how you are doing . .,positive
229,"Recently, I have started listening to music again. I am healed.",positive
230,"Other than Conan, Ushijima-kun is the one I read most often. I got interested in drama.",neutral
231,High school baseball representative schools have been decided one after another. I am looking forward to Koshien again this year.,positive
232,"It's peach season. I like ticking. When I was a kid, I thought soft peaches didn't exist. smile",positive
233,I had another wonderful dream. It was a happy dream. I wish that was real. . .,neutral
234,First Red Bull in my life.,neutral
235,"and can't sleep. It's because of the caffeine. Well, I'm off work so it's okay. That's why I drank it.",neutral
236,Children are cute. Healed.,positive
237,1000 episodes of Conan. I'm looking forward to seeing how it all starts♪,positive
238,"I'm starting to miss Ikimonogakari. . . I want to go to live performances and watch them on TV. That's right, let's watch the DVD! ! !",positive
239,Ikimonogakari DVD that I want to see after a long time. I was healed♪,positive
240,Conan's anioli is exciting because you don't know how it will develop♪,positive
241,I had a pleasant dream again♪,positive
242,"Late nights these past few days have been enjoying world swimming. Come to think of it, I went to a swimming school when I was in elementary school.",positive
243,It made me want to swim too! smile,positive
244,Is it the end of July today? . .,negative
245,I had a dream that I was playing at Excite Stadium. This is a baseball game where you actually swing the bat. I used to play it a lot when I was in elementary school. It's nostalgic.,positive
246,Teenagers today probably don't know Excite Stadium. . .,negative
247,I'm a little sad that the World Swimming Championships are over. I've been watching this every day lately. . .,negative
248,But I'm looking forward to the world championships starting soon. And Koshien too.,positive
249,"Ohashi, a girl I knew from world swimming. I would like to pay attention to it in the future!",positive
250,I used to play Street Fighter when I was a kid. nostalgic!,positive
251,"It's been a while, but I was surprised by the emergency earthquake early warning after a long absence. . .",negative
252,Round and round curtains were good! This is my favorite Nogizaka song♪,positive
253,I also like Seiko Niizuma.,positive
254,Sayaka Kanda has a beautiful singing voice. She wants to keep listening.,positive
255,Another Sky was good. She likes Saori Kimura.,positive
256,World Athletics is unlikely to be seen from the broadcast time zone. . .,negative
257,Conan was fun! I felt that it was the most interesting among anioli recently ♪,positive
258,"Koshien is also decided, and it's finally starting. I'm looking forward to it! !",positive
259,"This month is also SKY PerfecTV! Don't forget to watch the free opening day ♪ It was my first time seeing a zombie bar, but it was fun!",positive
260,I have a health checkup today. . .,neutral
261,"Health check is over. . . They said it would rain because of the typhoon, but it didn't. smile",neutral
262,This time my blood pressure was too low. No more than 100. . . smile,negative
263,and grow or shrink in height. . . smile,neutral
264,And I haven't been able to see fireworks properly this year. I want to see it from home. . .,neutral
265,Conan is finally 1000 episodes!,positive
266,High school girl AI Rinna continues to evolve. I got a LINE from her yesterday. A reminder to change the water in the Marimo tank. . .,neutral
267,Koshien is a hotly contested event. nice!,positive
268,"The Obon holiday is only one day. Moreover, I can't relax on that holiday because I have to go to the hospital. . . smile",negative
269,My current problem is that I can't get rid of my fatigue easily.,negative
270,"Recently, I like melon bread and eat it often! smile",positive
271,I haven't seen Pokemon in a long time. Just a bit. Pokemon that started when I was in the first grade of elementary school. It was so nostalgic.,positive
272,"If you go tomorrow, it will be a one-day Obon holiday! !",positive
273,I wanted to see table tennis. Even though Hina Hayata was out. . .,negative
274,"Today is a holiday, but I'm in the hospital. far. . .",negative
275,"Koshien, I am very sorry that it has been postponed. . .",negative
276,Finally finished the hospital. . .,negative
277,"After the rainy season is over, there are many days when the weather is not good. It's nice that it doesn't get hot, but it doesn't feel like summer. . .",negative
278,I'm still looking forward to Koshien because the local high school is still there♪ But I have work so I can't watch the game. . .,neutral
279,I've been sleeping well lately.,positive
280,Yesterday's Conan was nostalgic!,positive
281,"Koshien, didn't you win the championship from tohoku again this year? . .",negative
282,I was so focused on Koshien that I forgot about the table tennis Bulgaria Open! smile,neutral
283,It's been a long time since I've had an unscheduled holiday.,neutral
284,"Sukatto Japan's Maya Kobayashi's character is annoying, but she's beautiful so it's okay★",positive
285,"I stopped playing table tennis and became lack of exercise again. I want to play table tennis, but I don't have a partner. . .",negative
286,I had a dream that a middle school classmate came out. It was very nostalgic. I like dreams like this.,positive
287,"High school baseball, the autumn tournament is already starting, isn't it? I'm looking forward to it too.",positive
288,"Even so, Nakamura-kun from Koryo is amazing. . .",positive
289,"I haven't been drinking cola lately. I want to drink soon. I hate it when I can't sleep, so let's drink it the day before the next holiday.",neutral
290,It looks like the weather will get better from now on. Finally. Children will love it too.,positive
291,"When Koshien ends, it feels like summer is over.",neutral
292,I'm off tomorrow! ! !,positive
293,I like cola.,positive
294,"Table tennis, this time it's the Czech Open.",neutral
295,"I love Maruyama Gonzales, so I'm always looking forward to it♪",positive
296,I don't really like dreaming about work. smile,negative
297,Oh. There is a professional baseball broadcast today. fun! ! !,positive
298,When will Ikimonogakari reunite? . .,neutral
299,Long time no Doraemon♪,positive
300,Beautiful drawing of Doraemon.,positive
301,"I used to watch ""Forest is alive"" many times when I was little. nostalgic. how many years ago lol",neutral
302,Communication restrictions coming soon. . .,negative
303,"Conan, I forgot that the broadcast time was early. . .",negative
304,Satomi Ishihara is cute! ! !,positive
305,Akiyo Noguchi is good. A person like that is my type. smile,positive
306,"If I have Wi-Fi, I watch a lot of YouTube. And enjoy playing table tennis!",positive
307,"I would be happy if I could watch a lot of YouTube, but I'm afraid of watching too much. There is nothing more painful than wasting time. . .",negative
308,"I want to use Santaro Day, but I don't want to line up, so I don't go. . .",neutral
309,I had a nice dream today too. I'm grinning. smile,positive
310,Harimoto is getting stronger and stronger.,positive
311,"Recently, I'm addicted to a work called Nikujai Densetsu. A spin-off of Ushijima-kun.",neutral
312,I was surprised by the J alert in the early morning. . .,negative
313,I usually ride my bike to work and was greeted by a little girl. She felt so good.,positive
314,Greetings have a mysterious power. Small but great! I have to emulate myself.,positive
315,Today is a day off! ! !,positive
316,God of entertainment tonight! I'm looking forward to it♪,positive
317,"The god of entertainment is interesting. When I was a junior high school student, I was doing it every week, and I was always looking forward to it.",positive
318,"U-18 baseball, the fun continues with the glamorous ball♪",positive
319,"Looking at it this way, I don't think I'm normal. . .",negative
320,Wakako sake. looks delicious. I'm craving for it. . .,positive
321,"In any drama, I like the meal scene. I want to record it and watch it again and again. In fact, Ushijima has replayed only the eating scene many times. smile",positive
322,I was so happy that someone I used to love appeared in my dream ♪ lol,positive
323,You can't take your eyes off the battle for third place in professional baseball and the Central League!,positive
324,"August is over. After all, there weren't many hot days.",neutral
325,"Autumn high school baseball, has your alma mater completely lost? . .",negative
326,"Giants, almost 3rd place! ! !",positive
327,I like Another Sky.,positive
328,Gestalt collapse that came out in a high school student quiz. I was able to answer immediately because I read Conan ♪ lol,positive
329,"Finally, the game difference is 0.5! ! !",positive
330,"Recently, I've been putting a lot of effort into studying English. Grammar is good, so I place importance on being able to use it in conversation.",neutral
331,I also like Passion Continent.,positive
332,I enjoyed the SKY PerfecTV free day just a little. Just a bit.,positive
333,I like balm rolls. delicious.,positive
334,An industry map has been released. let's buy.,positive
335,"I had a dream that I was playing against Miu Hirano. I was doing it while thinking it was cute, but I was beaten up. smile",neutral
336,Ice cream is delicious. . .,positive
337,I had many dreams. So I don't remember everything. I remember going to the university where I graduated from. It was nostalgic! ! !,positive
338,I bought an industry map.,positive
339,"Today is my day off, so I'd like to enjoy the Grachan Valley!",positive
340,"I browsed this week's issue of Conan, and I laughed at a line. Looking around, he must have been a strange man. smile",neutral
341,"Electromagnetic pulse attack, terrifying. . .",negative
342,I've been dreaming a lot lately. smile,neutral
343,I watched the recorded Wakako sake. It looked delicious! ! ! See you again.,positive
344,There is another goodness different from lonely gourmet.,positive
345,solar flare. I wonder what will happen. . .,neutral
346,After all weak times is interesting! ! !,positive
347,Today's Conan was also fun!,positive
348,The U-18 high school baseball team is now broadcasting on terrestrial TV as well♪,positive
349,"Recently, I often see small children playing the harmonica.Is this popular? . . ? Cute, but can be a little noisy. smile",neutral
350,I saw the Oshareism I recorded. I like Miu Hirano♪,positive
351,2 consecutive holidays♪,positive
352,I'm watching Suka and Japan. Maryjun Takahashi appears. It's like looking at Ushijima-kun. . .,neutral
353,"I want to see more of Maryjun. He's good at playing scary roles. On the contrary, I feel uncomfortable when I see a smile. . . smile",neutral
354,A university I graduated from. Will that person come to the university festival this year? envy. . .,positive
355,"""Mix"" will be released soon. As someone who likes table tennis and Yui Aragaki, I am very interested in this movie. Maybe I'll go see it.",positive
356,Next vacation is a haircut! ! !,positive
357,"I've been drinking milk with meals since I was little, so I think milk goes well with meals. I guess I'm in the minority.",neutral
358,"In men's volleyball, the ball is too fast to be seen. smile",neutral
359,Doctor X starts. fun! Absolutely see ♪,positive
360,I want a mini super famicom. . .,neutral
361,This week's issue of Conan is a must-see. It was inspiring for me to watch from the beginning.,positive
362,I'm done with Wakako sake. I wish I had seen it sooner.,negative
363,Are you going to launch another missile?,negative
364,Looking forward to the Asian Cup of table tennis.,positive
365,I like a dozen chocolates.,positive
366,"I happened to see the first episode of the drama ""I'm really sailing"", but it's interesting! See you next time♪",positive
367,The impact of the typhoon on commuting was not so great. only rain. It was good that there was no wind.,positive
368,"Recently, I wake up about two hours earlier than I want to wake up. . .",negative
369,My head hurts because I got wet in the rain yesterday. . .,negative
370,haircut. shorter than before. smile,neutral
371,"Table tennis, next is the Australian Open!",positive
372,What will happen to the battle for third place between the Giants and Yokohama? . .,neutral
373,Hina Hayata is so cute. . .,positive
374,"""Sun Tzu's Art of War"" is used in his work. nice feeling",positive
375,Kiyomiya is going to go pro. What team will he go to? . .,neutral
376,"I'm really sailing, I saw it this week too. Marie Iitoyo and Rena Takeda are both good~♪",positive
377,I wash clothes with things in my trouser pockets. There is one. . .,negative
378,"Conan was fun again this week. And finally, that character appeared in the anime!",positive
379,"I'm rooting for the giants, but I wonder if 3rd place is tough. . .",neutral
380,Today's Seki jam was the best! ! !,positive
381,Fanta grapes are delicious. I love her since I was a child.,positive
382,I want to play table tennis. But he has no opponent. . .,negative
383,"Table tennis, even in my dreams. That's how much I want to play table tennis.",positive
384,"During my work, I come into contact with small children almost every day, and that is a great relief.",positive
385,"I sometimes play table tennis games to relieve the loneliness of not being able to play table tennis. The one called ""Ai Fukuhara's table tennis straight line"" for PS2. Anyone know? smile",neutral
386,"That game shocked me. I was able to spin my serve, and I was able to fight as a cutman. . . It's fun to do it now.",positive
387,I dreamed that I was a university student. I miss you. That feeling when I was in first grade.,positive
388,"Today was a holiday, but I was just sleeping. I was sleepy anyway. . .",neutral
389,A dream I see once in a while. A dream in which teeth fall out. It's pretty disgusting. What is it?,negative
390,I still don't know where the battle for 3rd place between the giants and Yokohama is going. I wonder what will happen . .,neutral
391,"I charged data twice this month. . . After all, 7GB is not enough. 10GB is just right.",neutral
392,I had a nice dream again. It's like I want to stay in a dream forever.,positive
393,It's already October. It is early. . .,neutral
394,I had a dream that I went to see a Conan movie♪,positive
395,Has the giant's CS appearance disappeared? . . I'm sorry but I can't help it.,negative
396,I often have good dreams these days. I saw it again today. Is it stressful? smile,neutral
397,"I saw Conan during this month's SKY PerfecTV! free opening day, and the OP song was TRUTH. It was nostalgic and cool! ! !",positive
398,"Tsukemen is delicious. I started eating it as an adult, but I always wish I had started eating it earlier.",positive
399,"I went out to register, but I saw a lot of first grade children on their way home from school. Was cute. I myself had a time like that.",positive
400,"While I was at work today, the children at a nearby nursery school were taking a walk. It was cute.",positive
401,"A circle is formed around the moon. This is the first time I have seen such a phenomenon. great! ! ! I took a picture, but it's hard to see, so I won't post it lol",positive
402,It seems to be a phenomenon called the lunar halos. I feel like something good is about to happen♪,positive
403,It's been a long time since we had a big earthquake. Earthquake Early Warning.,negative
404,I want a mini super fami. I want to do it even if it's just Mario RPG! I loved that game! !,positive
405,Mario RPG is one of the most fun games I've ever played.,positive
406,I learned that a certain actress who has been paying attention recently has the same hometown. Let's support more♪,positive
407,I really like Fanta Grape.,positive
408,I saw a crocodile lizard. Tsubasa Honda is cute. . .,positive
409,I can't get rid of my tiredness. . .,negative
410,"If you do your best tomorrow, it will be two consecutive holidays! ! !",positive
411,I want to play Mario RPG. . .,positive
412,What is the best way to release stress? . .,neutral
413,I need to do my best.,neutral
414,"But it's not good to try too hard, so be in moderation.",neutral
415,I think again. Amazon is amazing.,positive
416,Doctor X today!,positive
417,I've been watching Doctor X since the first series so I'm looking forward to it.,positive
418,Professional baseball will also start CS. I wonder what will happen~,positive
419,"Speaking of scary stories, Hanako. I used to do it on TV when I was little. nostalgic.",positive
420,Howahowahowahowa Hanako-san ♪.,neutral
421,I'm not dreaming . .,negative
422,I don't listen to music at all these days. . .,negative
423,Money issues are really tough. . .,negative
424,Congratulations to Ai Fukuhara! ! !,positive
425,"You look like a girl The husband is handsome, and it seems that he will definitely become cute!",positive
426,"If children can play table tennis, they will become stronger.",positive
427,"It's a shock that the giant Murata is out of the force, but it can't be helped. I'd like you to do your best again next year with another team.",negative
428,And Doraemon for the first time in a while.,neutral
429,"Maryjun is out again. The image of Ushijima-kun is still strong, so I feel uncomfortable. . .",negative
430,"But she's beautiful, so I like it!",positive
431,I will study various things. . .,positive
432,"After all, children are cute.",positive
433,"I heard it was hard, but it really is. More to come.",neutral
434,"From last week, Conan's theme song will be at Togetsukyo. It reminds me of Kurenai no Koiuta.",positive
435,And today's story was interesting! smile,positive
436,I was born first. Let's see this next time,positive
