,text,sentiment
45,"I can't sleep. Toulon was a good competition. The members who were said to be the 2nd army or the defeated group, turned it into power and fought brilliantly It was really wonderful.",positive
46,"I can't do my job. alone. I want to do my best, but sometimes I really want to whine.",negative
47,"I cried a lot. she can't do it I don't understand what she's trying to do. It seems that I have realized the value of my existence in various ways. No matter how busy I am, if I can stay close to you, if you say thank you, then I can do my best.",negative
48,Japan's Copa America begins! ! keep it up! ! !,positive
49,"I'm starting to think about quitting my job. Because all I have to do is work and sleep. It made me realize that there is no such thing as a job that wouldn't be possible without me, and I thought it would be wise to quit the company before turning 30 and go somewhere other than Tokyo. The love that was used as a driving force didn't progress either lol. I want to live a little more peacefully!",negative
50,Lethargic. I do not want to work. I don't want to think about anything,negative
51,"The feeling of being crushed and withering little by little. Even if you feel lonely and painful while walking, the city is full of people you don't know. No drama will happen. Thank you for your hard work today.",negative
52,"I'm lethargic Somehow I'm expressionless today I want to disappear, but my work never ends.",negative
53,"That's why, when I was asked a lot of questions by seniors who think about the future and work, ah, my work was the worst, and I felt empty. A low-level human who just wants to live today.",negative
54,"When I drank beer for the first time in a long time...I was so beaten up that I threw up in the company's restroom until my stomach turned upside down...That moment was so painful that I wanted to die, but now I threw it all up and feel refreshed! ! I feel like all the hardships I felt today have flowed away.",positive
55,Every day is hectic. I want to sleep for now.,negative
56,"Even if you are called ugly, you will be overly self-conscious to feel affection. Stray cats don't hug me.",negative
57,"I have to go find happiness myself. Next week I'll watch a soccer game, the week after next I'll go to a festival with my best friend, and the next week I'll go on a trip to Yamagata with my mother. I also want to wish my dear friend a happy birthday. Live for it and work hard! ! !",positive
58,"Anzai Abe Suzuki, who I thought was the axis of the future, has left, but Koike Shirasaki Ueda Soma is active without a moment to sigh. Kashima is always strong and always fun to watch.",positive
59,"This month's monthly drama, ""That's why I recommended"", episodes 1 and 2 scenarios are included! ! Must buy! I'm really curious as to how that story will play out.",positive
60,"Coming to work early in the morning. Shooting today. I'm sleep deprived, but I'll do my best! ! No matter what kind of scene it starts, it will surely end someday.",positive
61,I was suddenly ordered to go on a business trip to the United States and decided to travel for half a month from the day after tomorrow. I don't want to go to normal. I want to think that hard things are a harbinger of happiness. .,negative
62,I'm happy to be praised by my boss for being quick at work. I'm happy to suddenly get a hamburger and fried rice from her senior. I am happy that the total amount of shopping at the convenience store is 777 yen. I'm happy to get a receipt at Starbucks.,positive
63,"Yesterday's Emperor's Cup, I only saw the breaking news, but it was an exciting result. Mitsutaka's hat-trick is a mysterious big success, Honda FC's Jaikiri, next match against Kashima! The best part of the Emperor's Cup is that you can see games that you can't usually see.",positive
64,"Tanaka Midori-kun, Gorasso! !",positive
65,I listen to afoc all the time. Mr. Sasaki's voice and lyrics are too cool to give you the energy to live. It's nice to be a man A woman is fine too.,positive
66,"Levain Cup final, intense development in the last play. Father and I crying at home.",positive
67,"The dramas to watch this season are ""Scarlett"", ""Prescription Police started"", ""You and me on the G line"" and ""Motokaremania""! I really love comedy ♥_",positive
68,"afoc ""Lucky Lucky"" I'm so happy that I'm really lucky to be alive. It's cool because it does this with a sour sound. As expected of Flood. I want to see it live! !",positive
69,"U22 national team game tomorrow! I'm looking forward to the match with Doan and Kubo joining. Since the Olympics are near, I'm most concerned about the under generation now.",positive
70,I want to hear _OO_'s new single soon. I really like ZONE OF OVERLAP.,positive
71,"I wonder if I can go to see 2 more games this year? J's match against Kobe and Nagasaki in the Emperor's Cup semi-final. 1 years will end in a blink of an eye. And hopefully, let me meet you at the National Stadium for the first shot in the new year.",positive
72,I'm busy with work. I hate it. The reality of the holidays is amazing. Do your best to get through it.,neutral
73,"Complete defeat! And left the winning line. The big chorus of ""Kiseki wo wo kakese"" before the game gave me chills, but this song at the end was sad. Well, I'm glad I was able to send a big boo of love to Daigo Nishi today. Let's change our minds and do our best to win the Emperor's Cup after the J final match! !",neutral
74,"However, it is too hot that the final round will be a direct confrontation between Yokohama FM vs FC Tokyo. After all, the J League is interesting. And Iwata's relegation is sad. I want you to be promoted immediately in Musou mode next season.",neutral
75,That's what it means to live right. I really don't like the way you want people to make mistakes. I was disappointed when I found out what the call was about.,negative
76,"Ah, I finally figured it out. Before the game, I thought they were calling behind the goal without knowing what they were saying, but I wonder if Urawa and Kawasaki were calling. It's too low. Even if there is no possibility of winning on my own, ""I will do my best to do what I can (= win)"" even if I can't win.",negative
77,It's strange that my family and my political opinions don't match at all. Thoughts have nothing to do with genetics.,neutral
78,"Mr. Oiwa is finally retiring. A lot of things were said, and I also had some thoughts for a while, but while the main force was completely out, the young people mainly struggled. Last year was like a dream because I also won the ACL.

Let's definitely make the final match of the Oiwa regime on New Year's Day! Let's win and decorate the hanamichi! ! !",positive
79,"I want to quit my company...Of course I think I have to work to live, but...It's hard to wake up...I have a headache every day...I hate seeing my boss...why do I have to work tomorrow and the day after tomorrow...I'm furious now I'm in a depressed mode",negative
80,"Sleep for 1.5 hours and go to work. It's hard without a day off, but tonight is number girl's live! ! ! live! !",neutral
81,Thinking that in an hour and a half I'll be able to touch number girl with my eyes and ears,positive
82,"I've thought a lot about it, but I'm still going to see the Emperor's Cup final on New Year's Day 2020! ! ! The tickets are expensive, but I think it's well worth it.",positive
83,"I'm really sad because I haven't had time to sleep because of the mountains of work since last week, but I won an Olympic ticket! ! happy! Moreover, the men's soccer semi-final @ Saitama Stadium. It's an A seat! ! I'm looking forward to it ♥_",positive
84,I'm finally home. I just want to sleep I work 16 hours a day and it's hard. And tomorrow is also early. The day after tomorrow will be sooner.,negative
85,"life is hard but i don't want to die
I usually sleep 8 hours a day",neutral
86,I've been working over 14 hours every day this week and I'm feeling dizzy. It was sunny and my skin died. So today is the long-awaited holiday! I want to sleep anyway! But the Emperor's Cup semi-finals! ! To Kashima Stadium for the last time this year. A little further to the top. Let's eat motsuni and prepare for the decisive battle.,neutral
87,"Won! Somehow, somehow I won! ! Well, Nagasaki was good Kashima made a lot of mistakes. But I think Nagoya played great, it was really exciting to watch.

Next is finally the final match on New Year's Day at the New National Stadium. I'm nervous from now on. Happy new year! !",positive
88,I really understand the feeling that you don't have to go to work when you die.,negative
89,"No matter how hard my job was, I never thought I'd die, but now for some reason I really want to disappear. But I want to watch the Emperor's Cup and watch the Olympics and live. I wish I could...",negative
90,"Just when I was thinking that I would be able to sleep a little longer today, I was suddenly asked to attend the presentation in the morning. The mornings are sleepy, cold, and totally miserable.",negative
91,"I want a new wallet for 2020. A fresh start. I like the current Il Bisonte, but after using it for 7 years, it's getting a little worn out, and since it was given to me by my ex-boyfriend, I think it's about time I let it go.",neutral
92,"I bought FINLANDS one-man live tickets! It was sold out immediately and the capacity was too small, so I thought I would never get it again, but today I was lucky to find it by chance. One more reason to live. I'm really looking forward to it.",positive
93,"Yesterday, I had a little alcohol for the first time in a long time, and on the way home, I developed anemia and it was painful. . Thanks to that, I missed the first five minutes of soccer. Maybe I don't like alcohol. I don't get too happy when I drink.",negative
94,"I have work tomorrow and Monday, so I'm not feeling well at all. I don't like my current boss so much that I get dizzy every time my name is called. It's hard for the company.",negative
95,"Since the opening game has been officially announced, we will arrange air tickets and accommodation again. Enjoying Edion Stadium for the first time! I am glad that the flight is surprisingly cheap.",positive
96,I can't sleep because I'm frustrated by the defeat and because my life rhythm is out of order and I'm a night owl. And I can't get up But tomorrow morning I'll be on a business trip to Kyushu.,negative
97,"I don't want to work so much that I want to disappear. When I get home, I eat dinner and take a bath, and then I go to bed at 2:00. I have to leave the house after 8 o'clock tomorrow, so maybe I can sleep for about 5 hours. Life is just working and sleeping. I want to quit, he wants to quit this life.",negative
98,"Every day is precious
It's empty and painful!
I can't do my best I have no energy",negative
99,"Recent time schedule 3:00-8:00 sleep, 9:00-10:00 commute, 10:00-24:00 work, 24:00-25:00 commute, 25:00-27:00 midnight snack and bath and hamster care. I don't really know what I'm living for anymore.",negative
100,Finally home! ! 8 o'clock tomorrow! ! ! It's time to sleep! ! ! And I have terrible skin rashes.,negative
101,I have a terrible headache every day and I'm a buffering junkie.,negative
102,I don't want to go to Kyushu for shooting anymore. I don't want to go anymore. Tokyo is suffocating.,negative
103,"Finished shooting! ! It was supposed to be a light job, but I was extremely exhausted. Kuuu. I want to fall asleep",negative
104,"i don't want to work anymore
I don't think it's okay to run away from responsibility, but I wonder if you'll forgive me, really",negative
105,I want to sleep for the rest of my life.I feel more alive in my dreams.,neutral
106,"A sad early morning when work doesn't end. When I work when I should be sleeping, my joints hurt and my brain shakes.",negative
107,"Bought a few things to stock up on. Masks, tissues, water, rice, dried noodles, frozen foods, canned foods, sweets, cola, etc. There was still room to spare, but it makes me imagine an emergency when the amount of masks in stock is coming. I'm usually scared. I don't want to die more than anyone else.",negative
108,I'm done with work ♪ I'm staying near my company so I can sleep for less than 7 hours ♪ (Company slave) Capsule hotels are business hotels because I'm afraid of viruses.,neutral
109,"My ears are strangely sensitive, and the sound stings. Is this stressful too? Laughter, the sound of dishes, pain.",negative
110,I go to work holding back the feeling of wanting to run away.I want to forget everything and go to sleep.,negative
111,"The shooting is over! Good work me! It's early tomorrow, so I'm happy to stay overnight near my office on a fluffy futon.",positive
112,"When I got home and woke up at 8:00 in the morning, I saw my grandmother stabbing a relative with a knife in my dream. And my favorite best friend got married (this is real), it's a sight to see! love is amazing! ! It exists properly. I have to live well. With that in mind, I will finally leave the marriage agency in the near future.",neutral
113,"Finished work! Since there was no last train, we stayed at a hotel near the company. Much cheaper than taking a taxi home. It's good because I can sleep a lot.",positive
114,"I feel so depressed. Why~~. I feel heavy even though it's Friday today. I should have recharged my happiness yesterday, but have I run out already? .",negative
115,"Recent worries, not being able to wake up in the morning. I really really can't get up. Ha. weak hearted Tomorrow is early in the morning and I can't afford to make a mistake, so I'm not confident that I'll wake up, so I'm staying near the office.",negative
116,"0-3. Complete defeat! ! I wanted to score at least one point, but I was let down by Hiroshima's speed and the accuracy of their chances. I thought that Kashima's loss was due to the fact that Kashima broke down the right side in the first half, and that their offense was monotonous and they could not reach the goal. It's frustrating",negative
117,"I'm going to take a two-week break from work next week, so I thought I'd live quietly in a rural area, but when I think about the coronavirus, I feel like it's already a nuisance for people from Tokyo to move to rural areas... I'm staying home I don't like being in a house, but is that the only way to do it in this day and age? ?",negative
118,"I'm watching Nanbaga distribution. An angle that is impossible in a normal live, and a hot way to shoot! ! Exciting track-in is cool! ! Ahito laughs a little while playing the drums.",positive
119,"sentimental girl's violence joke I'm glad you sang it exactly like the original song! ! The live version is also up, but I really like the melody of the original song.",positive
120,"At a time like this, I have a fever of 38.8 degrees Celsius... Influenza? ? ? Thinking that it's some kind of bad luck, I fall asleep quietly.",negative
121,Diet mode activated because I gained weight!,positive
122,"Take a look at Love Shuffle on Amazon Prime. Karina is beautiful. I wonder if it's because of the production that the fun of the lines is strangely dull. Maybe when I read the scenario, I feel like I'm super laughing.",neutral
123,"Finally saw ""Parasite""! It was certainly interesting, but the Academy Awards? I wondered if my expectations for his theme were too high, or if I personally didn't like the Korean development. I wanted to see more slowly parasitizing and the difference between rich and poor. Maybe I like the Japanese way of drawing?",neutral
124,"When I was watching an earthquake feature on NHK, an emergency earthquake bulletin appeared. I'm scared after all. Is Hokuriku okay?",negative
125,"I was trembling when I saw the super-yaba commentator at Hiruobi! ! Afraid of the Olympics. I'm really looking forward to the Tokyo Olympics, but of course I don't want the coronavirus to destroy Japan, so I strongly support the postponement. It is not something that can be overcome with feelings even if it is said that it is a psychological theory in an emergency situation.",negative
126,"The first thing that came to my mind when I saw the news about Yuko Ogura was that even beautiful women suffer in this world, so people who aren't like that have to work hard. I want to actively charge my face this year.",neutral
127,"Yesterday, when I took a quick look at ""mother"", I was mentally exhausted. Mana Ashida is a genius.",positive
128,I don't care if I can't get married anymore. It's still my happy life. I thought. I wonder if I don't have to ask for love and excitement ~.,neutral
129,"Come to think of it, ""Sashiruri"" that I saw yesterday was unexpectedly interesting! She's thin, expressive, and cute! And I want to eat it flat.",positive
130,The number girl at the FNS Kayousai wasn't very good. Is it the best dazzling view of that stage from a dark and stuffy place? But the non-audience live the other day was all wonderful. It may have cooled down to the production that returns the meaning of zepp to almost nothing. Also the lighting is too bad.,negative
131,"I have tickets for the 4/5 Iemon Dome performance, but even if I force it, I won't be able to go. I don't have the courage to go Even if I can't see it again if I don't go, the feeling of being afraid of corona wins.",negative
132,"If the Olympics are postponed, it may be possible to afford a capital blockade. I have to go buy some supplies. Especially food this time. Some frozen vegetables.",negative
133,"No increase or decrease at 43.4kg today. It wasn't good to eat risotto for lunch. I want to break 42 kg, but it doesn't decrease easily. I will continue to do my best.",neutral
134,"Is it likely that the first J-League restart match will be Kashima vs Gamba on May 10? I wanted to see it in person, including my opponent Masako, but I wonder if the Kashima supporters can't go because it's an away game... I have to put up with a lot of things in this day and age.",negative
135,"I was at the company for about 4 hours after staggered work and staggered work hours, nice. Peace.",positive
136,"I canceled my appointment at the beauty salon for the weekend. I wanted to go, but this is absolutely unnecessary.",negative
137,"This week is full of meetings. It's really disgusting and depressing because about 10 people gather every time. I won't be able to go home before the presentation, so I have to stay at a hotel near my company. . I want you to change the way you work only at times like this. .",negative
138,"If you can meet someone you like again, don't you want to be thought that you've become cuter at that time? She fell in love at first sight with all my might, so I want to believe that I can still meet her.",positive
139,"I'm living in a hotel near my company for two days from today! ! It's definitely cheaper to stay than to take a taxi home and you don't have to take the train, so it's safe in a sense. My favorite inn is half the normal price, hie~.",neutral
140,I'm so depressed that I can't work today. introspection.,negative
141,"I worked all night from noon yesterday, slept in the hotel for a while before coming to work, and then my boss told me, ""Your skin is bumpy, isn't it?""",negative
142,"I've had liposuction! It hurts to put anesthesia in... and when I realized it was a post-surgery bed. Instant kill. I got a lot! I'm looking forward to the finish because I was told! ! It seems that there was almost no bleeding, and the teacher is kind and the best.",positive
143,"So far no change in appearance due to edema and swelling. It's supposed to be swollen and swollen, but it's amazing that it's the same as before surgery! ! It's going to be painful, but it's definitely changing, and it's exciting.",positive
144,Ana Wakuda is too talented and adorable.,positive
145,"Lately, I find myself laughing out loud at EXIT, perhaps because my laughter is too shallow. The 7th generation of variety shows is interesting.",positive
146,"Bucheon Anna is also infected. If you really don't want to get sick anymore, you have to stay at home. scared. I do not want die.",negative
147,"I took a three-week paid vacation from the beginning of March, and when I thought I had returned to work, I switched to teleworking and have been at home for almost a month and a half, but I'm an indoor person, so I have plenty of time to spare. It's meaningful to study kanken and cook.",positive
148,"My best friend has moved to Mito, so let's go Rockin' this summer! I promised, but 3 months later, 50,000 spectators, I don't feel like buying tickets at all at that point. It's not like the corona is converging.",negative
149,"NUMBER GIRL, ART-SCHOOL, THEE MICHELLE GUN ELEPHANT, such a night. I was left behind in the early 2000s and desperate to live in the present age.",neutral
150,"It's been a long time since I listened to art, but no matter how long it takes, I'll still be hooked on foolish. It's a super real life where you have no choice but to live, even if you have nothing but despair in your hopeless life.",negative
151,The reason why I can't live alone is because I don't know what to do when I have a scary dream.,negative
152,Going to work for the first time in about a month. Everyone wears a mask on the train. You never know when a person will die.,negative
153,"Today's TV Chidori is bursting with laughter. I'm just playing the game of life, but it's cunning that it's so funny.",positive
154,"I was so happy to see Takayuki Suzuki's toe goal scene unexpectedly on TV. After all, 2002 is too special. After a long time, I want to see ""June no Victory Song wo Wasurenai"" ~Young Naoki Matsuda is amazing~",positive
155,Every day I wake up with bad dreams. sad morning.,negative
156,Verdy vs. Marinos The 1993 J-League opening game begins! ! I'm looking forward to seeing it for the first time! !,positive
157,"Suntory's remote commercial is amazing! It's luxurious, convincing, and good! !",positive
158,I didn't dream today! Good for you! !,positive
159,I'm so excited that I made an appointment at the hair salon for the first time in 3 months. Ordinary things are very special.,positive
160,"I love the songs of one-hit wonders (in short, they're one-hit wonders, but I like the way they're called because I have a sense of respect for them), so I make playlists and listen to them. As expected, I just hit a super-sized home run. It's really amazing because you can go back to that era. It's like a legendary hero.",positive
161,Is it summer? Where is spring?,neutral
162,Live streaming of afoc. Happy to be fully open. Sasaki must have fallen in love with Tetsu's charisma from the moment they met.,positive
163,"""Tell me you love me"" I watched the whole story. Perhaps because of my age, I was deeply moved by the depth of Kouji's love. It was a drama that filled my heart with the feeling that I was just in love with Hiroko all the time. The final round is too sad, and I can't do it, and it's painful. I even thought that being a fiction was a salvation.",negative
164,I laughed out loud when I saw the EXIT channel on youtube.,positive
165,"It's been a long time since I came to work and I talked to my boss, and I was so relieved.
I thought it was TVer's CM song Takehara Pistol, but I was wrong. I found out today.",neutral
166,Less than three weeks until the deadline for the Isan Studio Film Festival. Second part planned. want to try my hardest.,positive
167,"There are too many affairs in the world, so I can't find happiness in marriage. I don't yearn I'm sorry but I can't think of anything. Living freely like this and dying alone may also be a form of happiness.",negative
168,"After all, it's a trauma. vain. I've made fun of it and sublimated it, but sometimes I think about it and feel like throwing up at that fact.",negative
169,"It's early in the morning for a shoot tomorrow, but I'm not feeling sleepy, I can't sleep at all. It's not a harsh location, but I'm a little nervous because it's been four months.",negative
170,"I'm glad there are painkillers in this world when I wake up early in the morning with a stomach ache. . Bufferin is my best friend. If you don't, you die.",neutral
171,"Hokuto City Scenario Contest, I wrote and applied with momentum. Come on! ! !",positive
172,"The April drama is finally starting! I'm really looking forward to it. I plan to watch MIU404, My Housekeeper Nagisa, Unsung Cinderella, and Naoki Hanzawa. exciting",positive
173,"Watch the nostalgic 2009 Kashima vs Urawa at the deer live. When I saw Korogi happily holding up the petri dish, I was saddened by the mystery, thinking that he must have been from Kashima back then. No, it's full of famous players. I really miss it.",positive
174,"I can't sleep and can't sleep, and I finally fall asleep in the morning. So I can't get up yet. .",negative
175,"I'm reviewing afoc's live in the archive. It can't be helped because it's already a matter of financial strength, but since there was no audience, wouldn't it have been better to put in a more innovative camera angle? Oh my God. Nanbaga's dynamic track-in from the audience at a live without an audience was super cool.",positive
176,The long-awaited J1 restart from tomorrow! I'm looking forward~! ! I'm already nostalgic for going to Hiroshima to watch the opening game and losing in tatters...I'm really really looking forward to tomorrow. Weekends with soccer are what I live for.,positive
177,I'm going to see Princess Mononoke!,positive
178,It's time to show off the almost gag youth script I wrote in my first year of college. I think. Brush up and apply!,positive
179,"There were too many events today, so I was nervous to the point of death, but I managed it without any problems, so I'm fine.",positive
180,"Just before an important shoot, I got a fever and worked from home, and my assistant, who doubled my working hours, sent me an email saying, ""Seniors, please be careful of the coronavirus!"" I am very narrow-minded.",negative
181,"Somehow, I'm so exhausted that I can't really do anything, my heart hurts.",negative
182,"There is no future even if I keep doing my current job. You have to be famous for your script to get out. After all, that is my dream.",neutral
183,Wataru Sato is the director of most of the commercials I find interesting. The five lottery brothers are cute. i like clothes,positive
184,"It's too hot to go to work without sleeves. I'm not good at summer, but it's kind of hot and fun this year. I'm not wearing any sunscreen, so it's really bad.",neutral
185,I can't sleep.,negative
186,"I was lazy all weekend.
I watched ""MIU404"", ""Dear Patient"", ""Unsung Cinderella"", ""Parent Baka Seishun Hakusho"", and ""Naoki Hanzawa"" that I had recorded. This week's MIU was great~. Hanzawa looked at him naturally. Unsung... is something else. Only Yuki Sakurai and Miki Maya are great. Fukuda group is the coldest. Close to leaving.",neutral
187,"sleepless night
He always thinks that ART-SCHOOL saves his life.",neutral
188,"I feel MIU404 has a tremendous screenwriting ability. I want to buy a scenario book, so please put it out. Dear Patient, Yuki Uchida's acting ability. That porch cut, even though she was smiling, was clearly disturbing and sad... The long length was spooky and wonderful. I felt the power of directing. Friday is a luxury",positive
189,There are days when I feel at a loss and feel like crying.I understand.,negative
190,PS.I love you A masterpiece in the monster class.,positive
191,I was sick and slept all day. I want to quit my job because I'm already tired.,negative
192,I want to sleep for the rest of my life.I don't want to work and I don't want to think about the future.But I want to live.,negative
193,"The scenario isn't progressing at all.
Rookie Scenario I want to make it in time
I'm down lately.

Also, the world is full of adultery and I don't want to believe anything. I really don't have any sense, so I don't have the confidence to discern what I can believe.",negative
194,"Illumination was useless
Ugh frustrating! ! ! It's hard, is not it",negative
195,"I can't do it anymore
everyone has something
Don't forget.",negative
196,"Work until the last train, work after the last train, work on Saturdays and Sundays, work all the time next week

I'm tired of the way of work that I can't see the future. He hates guts. It's encroaching on my private life and I feel like I'm going to die. I have already decided to quit the company",negative
197,"I will be 30 in 5 months
I don't mind if you greet me as a NEET, so I'd prefer a place with a wide sky away from the office",neutral
198,"Sunday work ends at 26:30
Sleep in your favorite hotel",negative
199,"After quitting my job, causing trouble to many people, and crying in front of my boss, I was finally able to breathe.",positive
200,"nice to meet you! I'm Yumi Takeuchi, a web writer. I want to mutter one tweet a day.",positive
201,"The tweets of those who are web writers are really helpful. I felt the importance of raw voices, not just information on books and web.",positive
202,"Make a site with WP. Finally, I started writing articles. It's not going very well, but if you keep writing one article a week, you'll have 50 articles in 365 days. 120 articles if you continue one article in 3 days. Work hard and increase quality pages!",positive
203,Surprised by Prime Minister Abe's resignation,neutral
204,Let the mercy you've given go into the water. Engrave the kindness you have received into a stone Words of Super Volunteer Mr. Obata. I want to live like this too.,positive
205,"The item was sent by mistake on Mercari. The seller has contacted me and the return has been completed! Even though it was an anonymous delivery, we ended up sharing each other's addresses",neutral
206,"Data inspection work in the morning. It's surprisingly fun because I decide the amount of work per day. Even when I was a company employee, I was good at finding errors in the new system and was hated by the PGs.",neutral
207,"Last month's income was good, so again this month! I tend to be enthusiastic. Don't be greedy, just work at home and children first.",neutral
208,"When I saw the blogger's anti-thread, which I have a lot of opportunities to see, I was flooded with comments like ""Normally, you should do XX!"", ""It's strange not to do XX!"" It's not like I'm bothering you. I can't understand the anti-thinking circuit that doesn't allow individuality.",negative
209,"Writing 50% done! Today's goal is just writing a novel and writing a site article of 1500 characters! The kids are coming home soon, so it's time to switch to housework & childcare mode! !",positive
210,"My 3-year-old second son is addicted to UNO (Uno) At first, it was a good rule of thumb to play with me in pairs and turn over 3 cards, but before I knew it, I was able to do it perfectly by myself. I was surprised at how quickly children swallowed.",positive
211,"Today's quota completed! I was able to deliver one article, and it's great for me. Now it's time to put the kids to bed. Recently, the endless series of ""Oshiri Tantei""...",neutral
212,I finished two jobs today! I wonder if the client's confirmation is the end of the day.,positive
213,"Completed lead sentence! I was able to write a lovely sentence! After this, I will iron, clean the bath, and prepare for the children's holidays, and then I will start working on the request again! At least I want to finish 1/3 during the holidays.",positive
214,"I've always thought I'd write the katakana ""me"" from the short side... Arafo pointed out by a 6-year-old...",negative
215,"It's expensive for Lancers, but it's a case where there is a place where you get caught a little ""Hmm?"" After all, people with a lot of evaluations do not apply. You may need to be a little careful about projects that only new users are applying for.",negative
216,"The solicitation of information materials that are still coming... If you write at the beginning, ""It's a part-time job that you can definitely earn money! I recommend a convenience store that is understaffed now!"" Anyone want to pay 300,000? ? ?",negative
217,"One article is over!
With 5,000 characters, the limit is two per day...

I want to increase my writing speed.
I'll do my best to work on requests at night!",positive
