,text,sentiment
23,"Uncertain night winds take away those who wait. ---Suddenly, I have a suspicion that the person I'm waiting for won't come. It's as if I saw my indecisive heart in the faintly entwined wind. … Hmmm. Nice.",neutral
24,"What you throw will come back, so I want to throw the best possible. But sometimes it doesn't come true. That's when I feel like I'm being tested. And most of the time I fail the test.",negative
25,"Steamed buns, salmon rolls, steamed egg custard, natto, cinnamon rolls. I ate too much because I was bored...(●´з｀●)",negative
26,Who wants to see rakugo next Monday at 19:00~??,neutral
27,BO0WY of 2700!!,positive
28,"The two strongest, the two who sell dreams, Ai and Makoto. Movies to watch, notes...",positive
29,"I'm sorry for being so ordinary and vulgar, but Miranda Kerr is so cute!",positive
30,"My back hurts. I'm sleepy all the time, probably because I'm taking painkillers. On days when I can go, I'll have them loosen up at the osteopathic clinic, but I'm off today and tomorrow. The taping became itchy and I peeled it off, and tomorrow I will literally be unarmed. Bring me through the night, hips!",negative
31,Rakugo... Doshiyoka... Or maybe a movie.,neutral
32,"In the end, I couldn't go to the movies, rakugo, or manipulative treatment. Resting with all my strength ♪",negative
33,I can't sleep even though I'm sleepy...,negative
34,I wonder if today's avocado will be eaten by Ajihito!,positive
35,People with a strong sense of self-denial also deny others. A lot of the criticism is like advertising a lack of self-confidence. Self-assured people don't care what others say. It accepts it.,neutral
36,"When I had my hair colored today, I became like Kitaro. A few acquaintances I met on the way home from work told me that it was good, and I felt a little relieved. But you know, I think it's really a bit of a challenge. Well, let's enjoy until next week.",negative
37,A girl with a Kitaro-like figure...,negative
38,Udon and ramen ladders to fill your stomach! The first Hikoemon from Marugame Seimen! A complete meal with light tonkotsu!,positive
39,I want to eat eggplant dengaku~,positive
40,"I want to go out to eat... but I'm already sleepy, Patrasche...",negative
41,I am sending days with pain in my back. Things are getting more and more troublesome. First meal since last night. Shrimp Mayonnaise! Avocado! Salmon! Chicken Tomato Simmered!,neutral
42,Strolling around Tennoji. Let's go see a movie!,positive
43,Udon with duck at a time like this! It's quite delicious with yuzu peel!,positive
44,"I was surprised by the obituary of Mr. Kaneko, an economic journalist (who appeared in Honmakka). I look sick. We pray for the souls.",negative
45,I think I was happy that it was nothing,negative
46,"It's been haunting me every day for a while now. There are days when I can't see him, and when I'm off guard, he shows up just in time.",negative
47,"Talk about back pain. My back hurts whether I sleep or wake up. Pain, go away!",negative
48,I tend to yearn for fairy tales. have to live in reality I want to go to bed early (>_<)!,negative
49,This week is over!,positive
50,it's cold,neutral
51,I'm hungry...orz,negative
52,"When I look at high school students, I smile and smile. I bite as if to regain my lost youth. holiday scenery.",positive
53,I want to eat a hamburger!,positive
54,"i like books No, I like browsing, skimming, being surrounded by books. If there was a standardbookstore in my neighborhood, I might live there.",positive
55,"Mr. Yamanaka, who won the Nobel Prize, is very interested. I've been watching various programs since morning, but the first thing that catches my eye is the wife who speaks with a smile and plenty of humor. At the press conference, I had a strong impression that he was serious, but I'm sure he himself is also a person full of humor. It makes me wonder how the two fell in love.",positive
56,Let's do a job that we're not ashamed of. I sincerely think so.,positive
57,Thunderstorm in Nishitanabe!!,neutral
58,"The next day after talking well, I usually feel depressed. I think we should unify the characters.",negative
59,I want to do something about this bad personality...,negative
60,"Almost every day, I buy a pack of juice at a convenience store. Today, there was juice and disposable chopsticks in the bag. I wonder if I was sleepy",neutral
61,"The customer can't cut it. Thank you, but I'm hungry... I'll do my best to be the last one!!",positive
62,Tell the lost women of the world. The power of knee high is beyond imagination.,positive
63,"In the end, I'm selfish. My youth is irritated.",negative
64,"A movie I want to see. I have to buy new shoes, final trust. Note…",neutral
65,"I only buy the ingredients that I need for the day, so I can hardly eat until I go out on holidays. But I like the feeling that this stomach and intestines are empty. Does your body feel a little cleansed? I am not Abnai. perhaps",neutral
66,I wonder what girls my age think and how they live. Even more so if you hear that we are the same age. People I care about lately. A woman named Nayuka Mine...,neutral
67,"I happened to see the illustrations several times, and I thought it was interesting, but recently I read an interview article and was surprised to discover that he was the author of the work and the main illustrator that I had been curious about. Knowing she's the same age, I'm curious again. I came there and found Mr. Mine's account on Rt of an acquaintance. I just think that this is fate.",positive
68,"Rina Tanaka, Rina Tanaka, Teana Karina...",neutral
69,I almost missed Kyon Kyon's that! Ahbune! Thank you One Seg!,positive
70,It's cold...,negative
71,I did my best today...I'm home now. It's already lovely to be messy. …but clean up.,positive
72,I casually entered the DVD corner and was fascinated by ONE PIECE that was playing. This is just Akan and Koyan! Doctor! Don't tell the doctor!,neutral
73,"I see the word psychopath a lot these days. Is it popular? ""Evil Scripture"" looks interesting.",positive
74,Yana season has come...,negative
75,I want to be a person like Ame Nimo Negukezu.,positive
76,Get angry. 28 years old. I don't think I can get rid of this feeling unless I leave home.,negative
77,I want to go on a trip...,neutral
78,"I woke up this morning and suddenly took a bite of a persimmon and the cut edge of my mouth hurts. Also, my lips are swollen. Kaburetaka... I like persimmons too much.",negative
79,My stomach is full after having sushi at work! I was very happy to have dessert served. Isn't it happy to be able to eat until it hurts?,positive
80,"I have a house to live in, I have a job, I wear proper shoes, and I can eat every day. I have family and friends even when I'm away. Come on, you have enough of what you need.",positive
81,"Tell the lost men of the world. If you get close to a girl who is sleep deprived and hungry, you won't do well! So I ate a lot and got soggy and slept. good night.",neutral
82,The home party was so much fun that I stayed overnight on the way home. I'm always lonely after the festival,negative
83,"When I was walking because the weather was nice, I saw sneakers and Barbie boys. Surreal.",neutral
84,The rumored Mitsu Dan's blog is somehow interesting.,positive
85,A very nice light comes in through the window of the room. I want to make a living painting like this.,positive
86,Toma Ikuta is the man who is forced to lie down on the bed or sofa with his chest exposed the most. Toma Ikuta is amazing. Even though he was a TV warrior...,neutral
87,I'm 28 and feel like my mental age is going down day by day. I am 28 years old and my body age is increasing day by day. sleep...,negative
88,"In the second half of 2012, we are challenging various individuals. Kushikatsu is an easy win!! Good night",positive
89,"Even if it's sad or painful, I have to live each day, and I'm going to live while ignoring it.",negative
90,"The night before a break, I put on my pajamas and glasses and eat a lot of rice and various snacks while watching TV or surfing the internet.",positive
91,I wonder if I'm going to be fat like this.,negative
92,"I'm usually sober, but I'm really sober on holidays. Furthermore, it's plain enough that I'm going to put a ring on it today and make someone uncomfortable. If you meet an acquaintance, even if they get suspicious, they won't notice you.",negative
93,"My friend had a wedding ceremony in Hawaii, and I was envious of the pictures taken in the woods. Her long hair is loosely tied down, and it looks like she's wearing a flower crown and a veil. She was so cute looking up at the sunlight filtering through the trees.",positive
94,"Today, the number of shops that I casually enter has increased. The alcohol and rice were delicious, and above all, it was a warm shop.",positive
95,"I thought I wouldn't meet anyone yesterday, but I accidentally went to a familiar store on my way home. An acquaintance was drinking beside me, but sure enough he didn't notice me. I've become good at erasing signs",positive
96,I like Hamonep.,positive
97,"To be continued, recently there are a lot of roles for disgusting people...",negative
98,"I'm doing home daddy! I really want to see it, but I'm going to sleep. What a long holiday...",neutral
99,I hate winter because it dominates me and robs me of constructive thinking.,negative
100,"It's impossible to make 100 zero, but you can make it about 20. If it's something like 50, it's the same as zero.",neutral
101,What are you talking about...,negative
102,A collaboration with Akko! But Akko is so cool!!,positive
103,"Dressed up with the drummer! If you think that, it's shorts!!",positive
104,How old is Nana Mizuki? Hair and makeup in a costume that seems to be incomprehensible even if mixed with AKB.,neutral
105,too similar...lol,positive
106,"Before I knew it, I had probably only ridden the Shinkansen once in my life. Shinkansen Station Mezurashi! Shin-Osaka station exploration, now.",positive
107,"Have you seen ""Lessons of Evil""? Abnormalities in body temperature and heart rate still haven't stopped... my hands are numb from clenching them too tightly.",neutral
108,"When asked about my favorite shonen manga, I'm a coward who simply answers, ""It's a classic, but I think it's ONE PIECE."" My hobby is too one-sided, so I can't say it publicly!",negative
109,"Anyway, it won't be a story if it doesn't warm up, so I'm going to make rice! long time no see!",positive
110,"Before, I ate a lot of persimmons!",positive
111,"It's been a long time since I got drunk and let out a loud voice, so my throat hurts!! Give me some throat lozenges! Please give me some water! I'm going to sleep now... oyasuminasai...",negative
112,Aaaa~ Master Koasa! Proud blonde! Blonde hair...!,negative
113,It's great to lie down on the hot carpet and doze off.,positive
114,yeah? The song of ONE PIECE is strange.,neutral
115,"He came after a long time. Damn it, I let my guard down... Corset life resumes!!(T_T)",negative
116,"HEY! HEY! HEY!, which supported our adolescence, is the final episode! nostalgic~",neutral
117,"In 30 seconds, HEY! HEY! HEY! will end!",negative
118,"It's over... the music never ends, that's right! you! Until you cry! I will never stop loving music...!",positive
119,I want to eat a hamburger.,positive
120,"I got an injection in my lower back like an athlete for the first time today, and it hurt so much that it hurt more than before I hit it, but I wonder if it's okay",negative
121,"At the age of 28, I wore a girdle for the first time. This is amazing! Why didn't you wear it before? I want to wear it every day.",positive
122,"I want to eat sukiyaki. It's a public holiday, I wonder if everywhere is crowded...",neutral
123,I want yakiniku.,positive
124,Omurice would be nice~♪,positive
125,I might go to the beauty salon.,positive
126,Goto's Ohage Taiyaki-kun... like jazz or blues...,neutral
127,"I'm busy, my body hurts, I'm sleepy, and I can't afford to play games",negative
128,It's 2:00 am eating curry bread and chewing apples. I'll do my best for the next two days. Oyasuminasai…,neutral
129,Get a job! Do your best!,positive
130,"Alright, it's over! I'm hungry~!",positive
131,"I was spoken to by a cute girl in the car on my way home. ""Is it okay to live next door (^▽^)?"" So cute! She really wanted her to sit, but she gave up because there was a previous customer. Ugh, I'm sorry... Ah, happy new year ☆ I'm going to go to the middle of the day again this year, so please take care of me.",neutral
132,"I haven't seen Riaru Kids' glasses in a long time! I've noticed it for a long time, but I feel more and more stupid...",negative
133,"My mother at my parent's house doesn't usually have anyone to talk to, and sometimes she talks uncontrollably when she comes home. She was cold and taciturn this time, so she had a quiet New Year. On the last day of our two-night, three-day trip, she suddenly started talking on the platform of the station where I was being sent off. Huh, now? I seem to have recovered from my cold.",positive
134,A kite flying a kite winds around a wire and the train stops. It looks like new year~,neutral
135,"Somehow, the character has gotten too lost, so I'll start with a very normal person. Do your best to pretend to be a hairdresser, take a break. Well, it's not like the original, but...",neutral
136,"Even if it stabs you hard, you will laugh and ignore it. But I still worry about it and change my hairstyle.",negative
137,"I like to be like, ""You've changed the atmosphere!"" after the holidays. I'll do my best again from tomorrow!! Oyasuminasai",positive
138,"When I found an acquaintance and shouted from the other side of the road, it sounded unexpectedly. I wonder if I can have such a big voice too... huh, no.",neutral
139,"First practice of the year. I was ready to go an hour ago, but five minutes ago it started to get really annoying.",negative
140,"I usually like animals and children, but wow! There is resistance to approaching. I've been to a dog cafe by myself because I'm envious of how it looks from the outside, but it didn't excite me at all. Is it natural...",negative
141,"It seems that you will die prematurely if you spend less than 4 hours of sleep on average until you are in your 20s, so go to bed now. oyasuminasai",negative
142,I want to go to Ebessan today or tomorrow~,positive
143,MUJI's scorched caramel sweets are too delicious.,positive
144,"I want to go, I want to go! No, really, it's not like that, but it's been a long time...",positive
145,"Doggie's day when he realizes that he has lost a lot of things after seeing Up on Poppy Hill. Hey, Kindaichi is starting! Tsuyoshi-kun ver. I want to look back!",positive
146,Yummy! Spa king's fettuccine is delicious! I cry!,positive
147,I was so embarrassed ~. I don't know anything about Momotetsu or Spa King. What I learned today is that it's fun if you don't have a sore waist! Oyasuminasai…,neutral
148,"Hey, I changed my name to Kota Nakayama~ Wow! Wow! You're too different! The hairstyle...and the face...",negative
149,Great rain...Congratulations to all the new adults. And thank you for your hard work…Tekafuku-kun is so cute~@Iitomo,positive
150,Let's clean it up!,positive
151,Cow! Go out! Eat rice with that momentum! Recruiting friends for dinner!,positive
152,Yakiniku in Minami?,neutral
153,hail! Heavy hail!,neutral
154,"There are some things that are unintentional. The cause is in me, so I have no choice but to live straight every day. do one's best.",negative
155,"Honesty and humility to listen directly to someone's words. After that, I still need the strength to say that I am like this.",neutral
156,I wish I had a massage...orz,negative
157,I'm sleepy and I'm dying But today I'm going to stay long! Eat oysters! And sing! We look forward to welcoming you all in one hour.,positive
158,Hmm! ? Something interesting TV has started! Drama?,positive
159,Ha! Time like this. But don't panic and fall asleep! I'll eat croquettes!,positive
160,"I eat in the bathroom and hire people to go to clubs because I don't want people to think I have no friends. By pretending to be a ""normal person,"" he wondered if he was trying not to ruin his chances of getting someone to talk to him.",negative
161,"It's dangerous, and it looks like I'll be enjoying a self-indulgent vacation again. I'm going to the office today! keep it up! A new step towards adulthood!",positive
162,"I arrived at the government office at the last minute, and was forced to rush around the floor, saying, ""Hurry up!"" Waves of people pass by with tremendous force. Awesome",neutral
163,"Hidetoshi Nishijima, unmarried. What should I do, I have to go to the beauty treatment salon as soon as possible! !",positive
164,[Apology] I apologize for the hard to hear remarks.,negative
165,"The movie I want to watch from this week is pushed. ted, Life of Pi, Glossy Yoru, Strawberry Night... I want to watch Les Misérables, and I'm curious about some of the February releases... I don't have enough time off.",neutral
166,"Hidetoshi Nishijima, the photo of the talent directory that comes up when you google it is so wonderful that it's 5 seconds before you go crazy on Maji.",positive
167,everyone! The best divorce has begun!,positive
168,"I cooked for myself for a long time. I used to eat just one plate, but I wanted to eat a lot, so I made as many as three meals tomorrow. But I ate most of it... I would eat as much as I could...",neutral
169,Really hungry...,negative
170,But eat oshiruko...,neutral
171,"Day in and day out, he dents in his own immaturity. But isn't it obvious! You're not even halfway through your life yet! I will do my best to think so. I will live to 100!!",neutral
172,everyone! Wake up and watch TV! I saw something good in the morning ♡,positive
173,"Cool from the morning! No, you're so cute, Kikuta~!",positive
174,A stomach flu is painful. Please be careful.,negative
175,I wonder if I should take the medicine again if I take it back after taking it for a while...,neutral
176,"Thank you for all the information about your medicines. I didn't drink it after all, so I don't know if I drank it or not...",neutral
177,I have a stomachache...,negative
178,Is it exaggeration that I think about death every time I fall asleep?,negative
179,[Breaking news] I'm drinking apple cider vinegar because I've run out of things to drink. Healthy!,positive
180,Breaking news] 5.5L of drink has arrived. It seems that I won't be bothered by what to drink until the day after tomorrow lol Thank you.,positive
181,"If you get caught on the net, you'll probably go crazy. I don't want that to be the case.",negative
182,"I haven't had a lot of time off from work, so if I can rest easily, I feel like I won't have to go tomorrow or the day after tomorrow. Well, actually, I guess so.",negative
183,"For the past few days, I've only eaten things like shojin ryori, so I want to eat kushikatsu, lasagna, and hamburgers. But maybe my tummy, who's lazy just drinking a latte, will reject them...",negative
184,"Oh, and sushi is good, too. (raw stuff...)",neutral
185,The heating in the room doesn't work at all and it's cold. Even though I set it to 28°C...Is it an energy-saving summer?,negative
186,"OGG, KBB My stomach is rumbling, my face is mumbling.",negative
187,"""I'm depressed."" It's over. her eyes hurt.",negative
188,"Someone, let's go to yakiniku tomorrow night. If my stomach healed...",neutral
189,I'm not good at treating people. 29 years old who can't buy coffee smartly...,negative
190,"Lunch with friends is good, but if it's close, morning is also good. Even if you spend a relaxing time, the sun is still high and you can do various things.",positive
191,I decided. I'm getting my driver's license this year. Then I will go to Taiwan.,positive
192,"By the way, I saw a red bream in my dream last night. I woke up in the middle, so I wanted to see the continuation, but I couldn't see it... but I feel like I can do it if I practice.",positive
193,keep it up!,positive
194,"Even though I know that I will never be able to go back again, I will always chase after the remnants of the love that never came true in the past. She feels very human like that. sleep.",neutral
195,Tummy Panpan disease,negative
196,"After a long time, I came back with a smile. Eating rice with my beloved friends is the ultimate happiness.",positive
197,"Someone come to eat hot pot~ Or invite me to the hot pot! I want to eat Miso Nabe, Jjigae, and so on! Oh, you can also use a curry pot...lol",positive
198,"I wonder if anyone will be free from around 19:00 on Saturday, Sunday, Monday, or Tuesday this week.",neutral
199,I want to go to IKEA on Monday or Tuesday afternoon...,neutral
200,"Lately, I've been addicted to eating bread with cream cheese instead of butter. A little while ago, I was enjoying the delicious ""chocolate bread"" that I received today, but halfway through, I was tempted to eat cream cheese... but! Ugh, good! Battle between sweetness and sourness! Damn, another one, I have more snacks to eat...",positive
201,I hope tomorrow and the day after tomorrow are good days.,positive
202,"Recently, I'm so addicted to watching dramas on my phone that I'm lacking sleep. I paid a large amount of overdue fee at a certain rental shop, and this is all there! I want a cable to connect my smartphone and TV. Before that, don't buy a TV...",neutral
203,"Not only the parents who worked hard to raise them, but also the people around them who were close to them will be tormented by feelings of helplessness and guilt.",negative
204,"Have you seen the movie ""Strawberry Night""? Oh no! That is bad! Takao Osawa is too bitter. I think he is the person who best embodies my recently advocated ""Men change with age"".",positive
205,"[Lost youth senryu] A love letter, without even looking at my face",neutral
206,"Ring the alarm, even in silent mode... I overslept at the dentist orz",negative
207,"I didn't feel like going because of the events from the morning and the rain, so I took a break from practice. What a silly student for a teacher. At the very least, I'm going to do something I don't usually do to make amends.",negative
208,"In the end, yesterday I worked up a sweat at the gym, went out for a drink, went on a rampage at karaoke, and fell asleep exhausted. My throat hurts...",negative
209,"However, yesterday's karaoke was comfortable. Practice a little. Oyasuminasai…",positive
210,I attended a meeting today. I drank too much with tension and fun. I go to bed regretting that I couldn't fulfill any role... Oyasuminasai,negative
211,"The long-awaited ""Arasa-chan"" has been read. She sat in a triangle and read all at once while laughing out loud. She has an interesting cut. While thinking about something like that, I see that's the way it is! I was made to open my eyes. I thought that there might be some boys who show disgust, but I want everyone to read it.",positive
212,"I decided to go out in the middle of the night, so I put on makeup from scratch, but in the end I didn't go out and fell asleep. When I wake up, my face is full and I have a terrible sleeping habit.",negative
213,"When I thought about going to practice seriously for the first time in a while, the tools were rooted out. It's been a long time since I've been looking for it, but I can't find it. Before I knew it, I was 30 minutes late. Really, I don't know what to do.",negative
214,"Hi, reflection time. Every day, I have a lot of reflection material and I'm dented. But even if I live to be 80, I'm not even halfway there yet, so it's only natural! I will reconsider and live strongly tomorrow.",neutral
215,that? Did I say this before?,neutral
216,"Even if I run a shop, I can't support my family. reality here and now.",negative
217,"The best divorce, finally Mr. Kuwata appears! lol I can't miss the ending every time",positive
218,I'm sleepy no matter how much I sleep!,negative
219,Let me sleep when I'm sleepy!!,negative
220,It's bright everywhere. This city is too bright for me...,negative
221,"I was too sleepy to hold an umbrella, so I hung it in my jacket pocket and slurped around, but I don't want you to tell me to stop because it's disgraceful. Sleep. Oyasuminasai…",negative
222,"I woke up hungry at 3:00 am, and it was 12:30 am. and sleep again",neutral
223,It was 3:30 in the morning when I thought I had taken a nap for 30 minutes. I never thought that the balance would be right here. sleep.,neutral
224,I ate a unique dinner like an Asian stall today. ate too much. I'll do my best tomorrow too. oyasuminasai,positive
225,I wake up with Shun Oguri holding my hand. Kuu~,negative
226,"When I sing my favorite song at karaoke, I want to sing as strongly as possible where the lyrics are not. But I don't sing from the beginning. But if it's just the two of us, we'll sing.",positive
227,"""Huh..."" ♪ With a white sigh, the Erumy Nation bleeds into the cloudy madness ♪",positive
228,I am practicing enjoying life.,positive
229,"The other day, when I sang GLAY's Winter,again enthusiastically at karaoke, the chorus after the last one, ``Kanene ↑ Gaa ↑ I can hear you~''? I was surprised because I put it in immediately. At that moment, that person was categorized as a karaoke friend in my mind.",positive
230,"People who are not only good at singing harmoniously, but also make you sing and listen to them comfortably, can be appointed as karaoke friends without hesitation.",positive
231,I have a hangover. I feel very sick and my throat hurts. I have no voice. Today is a karaoke battle from 5 o'clock...,negative
232,"I made my hay fever debut. I thought my face was red with alcohol, but it seems that my eyes are swollen because I rubbed my eyes too much.",negative
233,"I played too much yesterday, so I'm doing a lot of chores. It's warm, so go on foot. The setting sun seeps into my eyes. sentimental journey♪",positive
234,"When it's time to go to bed, my eyes and nose are itchy... Even when I close my eyes, it's still rumbling... Damn it, it looks like more people are disturbing my sleep...",negative
235,"I often do it at my usual store, but due to the unforgiving situation, I went home with only small change for the first time at another store. No! Let's not forget this feeling.",negative
236,"I saw the movie ""Kangoku Meshi"" without thinking about it. Cry. But at this time, I want to eat thick rice.",neutral
237,Small birds gathered when I was submerged and endured the sideways rain. maybe i'm a child of god,positive
238,"People who can go karaoke from now, meet at Tennoji Jankara at 21:00!",positive
239,"I'm addicted to imitating Ninomiya and saying ""Platinum Data."" I haven't seen the movie yet. Kiko-chan is out and I want to see it~",positive
240,"The other day's tweet was a mob, not a prison. I apologize for the correction.",negative
241,"Last night I drank until late and fell asleep without realizing it, and when I woke up my nose was slippery. When she went to the dentist, she was unexpectedly bad, and she was anesthetized and half-face paralyzed. She hasn't stopped sneezing since a while ago. She was supposed to have her first Indian curry today, but she's totally let down.",negative
242,"When it comes to rice, if you make a lot of side dishes for me, I'll eat it deliciously, and even if I'm passionate about being an idol, I'll be able to smile (^^). I wonder?",positive
243,"When I took an ID photo for the first time in my job hunting, I was shocked at how distorted my face was, so I decided to bite on the left side.",negative
244,Fashionable people call this comfy. good night〜♪,positive
245,"For the first time in years, maybe the first time? Blisters on my cheeks. Let's try the rumored Nivea beauty...",negative
246,Junior guidance that is familiar every time. Don't be discouraged by speaking harshly again. Eat rice.,negative
247,I played soccer in the park in the middle of the night. oyasuminasai zzz,neutral
248,I tried yuzupon. …Addictive.,positive
249,"There are a lot of people who I like and think are wonderful, but as soon as I say that I'm going out with them or not, things get complicated. I wonder if it's no good just saying I like you or just wanting to be by your side. First of all, I am confused.",negative
250,"It's said that girls tend to confuse lust with love, but I wonder if that's the case. The older I get, the more difficult it becomes...",negative
251,"Regardless of gender, when someone you like is open to your feelings, you can only express your affection by hugging them or folding your arms.",negative
252,"I wonder if I'll go to the movies tomorrow. I really want to see ""weaving a boat"". ""The only playbook in the world"" ends this week, so I wonder if it's okay~♪",positive
253,"Anyone want to go to the movies tonight? People who can come to Namba Marui after 18:00! Let's watch ""One Playbook in the World""~♪",positive
254,I wonder if I'll go cut before that~♪,positive
255,"Ah, I want to fly high.",negative
256,Today I had a little luxury with a cream bath and a full body massage. I can make it through Saturday and Sunday! Come on Konoyaro!,positive
257,"I played well yesterday. To challenge Senbon Torii, ice cream and croquette first. And the famous Inarizushi ♪ Dice steak at a cherry blossom viewing stall, Yudofu and sake! I walked around in a good mood, and when I thought I was full after comparing udon noodles, I wandered around looking for pancakes, and finally finished at an impossibly dark bar. My body is heavy...lol",positive
258,I tend to criticize people too. be careful,negative
259,"No matter how hard you try, you can't escape from yourself. Hey!",negative
260,"I hated myself during the day, so I made a negative tweet, but maybe I'll get better if I train my body more.",negative
261,I can't do it anymore... I'll buy Arasa-chan too...,negative
262,Umeda Ayaka is so cute...!,positive
263,The picture is fine.,positive
264,"Imamiya High School's dance club won a prize for its performance that pushed Osaka to the fore at the world competition. I'm watching the program of A young, pure soul burning its life towards a common goal with its comrades. I am a little moved by such a figure. I can't help but feel old with glee.",neutral
265,"From now on, I would like to try my first ""futon compression"".",positive
266,"Pack the futon into the bag and turn on the switch! ""Wow!"" ""Extreme! Too harsh!""",positive
267,"Bubbly! Fukuyama and Osawa, who are in their 40s and are the most fat right now, are co-starring in Galileo!",positive
268,"Phew~ For the time being, one paragraph. Practice for the first time in a while today. After 4 hours, I was really tired... I was going to bed early, but I was addicted to compression. Sleep like the dead! oyasuminasai",neutral
269,"When I was dazed, I had no contacts. I have colored contact lenses that I got before, so from the day after tomorrow I will be a different girl every day.",neutral
270,"When humans are in a critical situation, they get really flustered once, but suddenly, they think there's no point in panicking. That's right. I am exactly like that now. Well, what happened...",negative
271,"Since it's been a long time since I've been in the dark, I've been able to make my eyes bigger, and I've been dyed dark, and I'm going to have a good time with my eyebrows, and I'm going to have a good time with my eyebrows. That's right, cute, is this what it is?",positive
272,TSUTAYA's overdue fee is 2400 yen. what are you doing...,negative
273,"I'm sure he's making money thanks to sloppy guys like me. Heck, at this rate, I probably won't be able to make any money for the rest of my life.",negative
274,"Crazy. Rie Miyazawa is crazy. Buy glasses for that commercial! What will it be! Come on, red lip! Let's do it!",positive
275,Ugh! My chest! My chest hurts...!,negative
276,"My mobile phone is broken and I live as a substitute. I put Facebook in quickly, but I was so busy that I forgot about it. Twitter now!",positive
277,"I realized the other day. I'm poisoned by shoujo manga... ""Hey! Ba! Yameroyo!"" smile",neutral
278,Sore throat. deaf. Joints hurt...,negative
279,"Take a hot bath, put on a sweatshirt, apply Vicks Vaporap to your nose and throat, and moisturize with a towel and mask! Fully armed with a wet towel and Pocari 2L at the bedside. I'm going to sleep with a very handsome feeling!",positive
280,It's cold...!,negative
281,"The rumored terraformer looks really interesting, but I definitely don't want to see it. but i want to read",neutral
282,"Pain, go away! It was!",neutral
283,hot... cold... hot...,negative
284,"Colds are hard at this age. In the past, if it was a little, I could get fired up, but when I was working, I got lost. I really can't do anything these days, and it drags on. It looks like it's going to burn, but maybe I should eat sukiyaki.",negative
285,Doctor! Don't overdo it! How dare you stick a 15cm cotton swab up your nose! I can't stop crying!,negative
286,A memory sneeze that is not a memory laughter! You're worse than when you were at home!,negative
287,"For example, if you take out a knife with a blade length of 15 cm, it's a violation of the Firearms and Swords Act! I'm so sorry!",negative
288,"I'm not feeling well, so I'll go to the hospital first. It's a pattern that has become commonplace.",negative
289,I'll be fine tomorrow.,neutral
290,It's hot...I want to eat ice cream...,neutral
291,who! who! Shampoo please! !,negative
292,It's weak everywhere. The green onions stain my eyes and tears...,negative
293,Shop up for purchase. I neglected Umeda on the weekend. I'm so tired...Orz,negative
294,How many years have you been able to relax on the weekend? One Piece is on Sunday mornings. Evening TV is funny...,neutral
295,"I often bought gifts during this holiday. I visited in person, selected on the internet, and looked at too many things, so I thought I didn't buy a tableware set that arrived today. With stubbornness. What should I do...(;´｀)",negative
296,I want to become a monk. Orz,negative
297,"I'm renovating the store, and it's open from tomorrow, but I haven't been able to do it at all yet, so I have nothing to do. For the time being, relax in preparation for the long night.",neutral
298,I will work again from tomorrow! I wake up refreshed! good night!,positive
299,"First job after renovation! If you go earlier than usual, there are already customers! And the last customer was a friend from elementary school and junior high school who came to the store for the first time after the shocking reopening last year. Well, thank you, thank you...",positive
300,"Last Cinderella. Akan-akan, it's becoming very unfolding!",neutral
301,"""Hancock"" ... It's really good.",positive
